BuildingType	PrimaryPropertyType	Agebuilding	NumberofBuildings	NumberofFloors	PropertyGFAParking	LargestPropertyUseType	LargestPropertyUseTypeGFA	SecondLargestPropertyUseType	SecondLargestPropertyUseTypeGFA	ThirdLargestPropertyUseTypeGFA	ENERGYSTARScore	SiteEnergyUse(kBtu)	GHGEmissions(MetricTonsCO2e)	Latitude	Longitude
NonResidential	Other	16	1.0	3.0	0	Other-Entertainment/Public Assembly	1172127.0	Other-Entertainment/Public Assembly	0.0	0.0	79.8	57514116.0	1236.93	47.59134229	-122.3319719
NonResidential	Hotel	10	1.0	9.0	14567	Hotel	135006.0	Parking	20600.0	9216.0	61.0	13116256.0	402.03	47.59271999	-122.3336896
NonResidential	Non-Refrigerated Warehouse	99	1.0	4.0	0	Non-Refrigerated Warehouse	79600.0	Non-Refrigerated Warehouse	0.0	0.0	55.0	1786986.0	12.46	47.57463912	-122.3560342
SPS-District K-12	SPS-District K-12	18	1.0	4.0	0	SPS-District K-12	56949.6	SPS-District K-12	0.0	0.0	74.0	7870351.0	263.53	47.66006599	-122.3393444
Campus	Large Office	35	16.0	2.0	31874	Office	260000.0	Laboratory	78404.0	0.0	77.0	52273792.0	706.26	47.52440204	-122.3115544
NonResidential	Other	7	1.0	6.0	335109	Parking	335109.0	Movie Theater	65000.0	13567.0	62.2	9477865.0	163.99	47.7024765	-122.32480621
NonResidential	Hotel	16	1.0	0.0	0	Hotel	495536.0	Parking	438756.0	49700.0	47.0	63811044.0	1558.85	47.61267744	-122.33393177
NonResidential	Hospital	25	1.0	5.0	0	Hospital (General Medical & Surgical)	601615.0	Parking	48607.0	0.0	45.0	137635696.0	4725.43	47.60710663	-122.3107827
SPS-District K-12	K-12 School	16	1.0	1.0	0	K-12 School	71714.0	K-12 School	0.0	0.0	89.0	2223321.0	30.27	47.52560204	-122.3487068
NonResidential	Non-Refrigerated Warehouse	24	1.0	3.0	8161	Non-Refrigerated Warehouse	67236.0	Parking	8161.0	0.0	91.0	516216.0	8.66	47.65094364	-122.3422377
NonResidential	Hospital	15	1.0	8.0	0	Hospital (General Medical & Surgical)	1350182.0	Parking	387651.0	0.0	30.0	295812640.0	10780.64	47.60387131	-122.3226998
NonResidential	Senior Care Community	16	1.0	5.0	12611	Senior Care Community	55259.0	Medical Office	40091.0	3231.0	51.0	10620628.0	197.3	47.59626518	-122.3219466
SPS-District K-12	K-12 School	13	1.0	2.0	0	K-12 School	208981.0	K-12 School	0.0	0.0	84.0	7564604.0	175.9	47.57662845	-122.3846578
NonResidential	K-12 School	87	1.0	2.0	0	K-12 School	55500.0	K-12 School	0.0	0.0	84.0	2003474.0	105.92	47.66549171	-122.3140067
NonResidential	Hotel	84	1.0	16.0	0	Hotel	106860.0	Hotel	0.0	0.0	46.0	12087498.0	467.18	47.66156526	-122.3146098
NonResidential	Small- and Mid-Sized Office	43	1.0	5.0	0	Office	47079.0	Restaurant	3680.0	0.0	63.0	3045139.0	43.78	47.71892746	-122.2947589
NonResidential	Worship Facility	63	1.0	2.0	0	Worship Facility	56772.0	Worship Facility	0.0	0.0	49.0	2349950.0	80.79	47.66176886	-122.3112037
NonResidential	Worship Facility	63	1.0	3.0	0	Worship Facility	103000.0	Worship Facility	0.0	0.0	40.0	4864408.0	144.53	47.66262897	-122.3114754
SPS-District K-12	K-12 School	9	1.0	3.0	0	K-12 School	269297.0	K-12 School	0.0	0.0	79.0	10281586.0	192.09	47.67746117	-122.3130281
SPS-District K-12	K-12 School	14	1.0	3.0	0	K-12 School	75174.0	K-12 School	0.0	0.0	80.0	2654755.0	68.3	47.67115081	-122.2918182
SPS-District K-12	K-12 School	12	1.0	3.0	0	K-12 School	75214.0	K-12 School	0.0	0.0	87.0	2295845.0	38.55	47.64090041	-122.3656176
SPS-District K-12	K-12 School	10	1.0	3.0	0	K-12 School	134918.0	K-12 School	0.0	0.0	92.0	3773040.0	65.33	47.5724098	-122.3916721
SPS-District K-12	K-12 School	24	1.0	2.0	0	K-12 School	64714.0	K-12 School	0.0	0.0	63.0	2414679.0	16.83	47.59101433	-122.2981281
SPS-District K-12	K-12 School	88	1.0	3.0	0	K-12 School	92437.0	K-12 School	0.0	0.0	71.0	4986643.0	218.12	47.67726399	-122.3223367
NonResidential	Other	101	1.0	7.0	0	Other-Entertainment/Public Assembly	109754.0	Other	12876.0	6136.0	54.2	6550618.0	56.32	47.61104202	-122.33238983
NonResidential	Residence Hall/Dormitory	102	1.0	9.0	0	Residence Hall/Dormitory	63934.0	Office	27143.0	10568.0	71.0	5445025.0	223.86	47.60775556	-122.3324724
NonResidential	Other	60	1.0	15.0	0	Other	203000.0	Other	0.0	0.0	47.0	63668488.0	443.86	47.60683648	-122.3346694
SPS-District K-12	K-12 School	8	1.0	3.0	0	K-12 School	204961.0	K-12 School	0.0	0.0	94.0	7971886.0	202.07	47.55156934	-122.3138036
NonResidential	Other	42	1.0	1.0	0	Other	77810.0	Other	0.0	0.0	86.2	2903161.0	80.75	47.63640533	-122.3791694
NonResidential	Medical Office	88	1.0	5.0	39000	Medical Office	146741.0	Office	9805.0	0.0	7.0	19816686.0	371.48	47.61994816	-122.3606641
NonResidential	Hotel	54	1.0	4.0	0	Hotel	56119.8	Hotel	0.0	0.0	13.0	24060332.0	977.73	47.61245737	-122.3521832
Campus	Other	20	4.0	3.0	0	Other	217088.0	Other	0.0	0.0	37.2	25377650.0	659.56	47.61120625	-122.34849684
NonResidential	Hotel	12	1.0	8.0	38800	Hotel	277000.0	Hotel	0.0	0.0	23.0	27787286.0	798.63	47.61067514	-122.3465482
Nonresidential COS	Other	35	1.0	2.0	0	Other-Entertainment/Public Assembly	69400.0	Other-Entertainment/Public Assembly	0.0	0.0	71.0	15671253.0	305.15	47.60725784	-122.34207153
NonResidential	Other	115	1.0	1.0	0	Other	42695.0	Restaurant	20525.0	3031.0	73.4	6366808.0	211.01	47.60411925	-122.3396021
NonResidential	Small- and Mid-Sized Office	101	1.0	4.0	0	Office	33000.0	Retail Store	7000.0	0.0	98.0	1372706.0	45.32	47.60272217	-122.33557892
NonResidential	Non-Refrigerated Warehouse	7	1.0	4.0	0	Non-Refrigerated Warehouse	159372.0	Other-Services	44132.0	0.0	72.0	3780078.0	26.35	47.59457628	-122.3244189
NonResidential	Large Office	47	1.0	3.0	26731	Large Office	56119.8	Large Office	0.0	0.0	34.0	10273140.0	71.62	47.61744918	-122.35032532
NonResidential	Small- and Mid-Sized Office	34	1.0	4.0	17570	Office	62108.0	Parking	17570.0	0.0	59.0	4829951.0	61.62	47.61698381	-122.34958888
NonResidential	Large Office	37	1.0	12.0	21790	Office	175915.0	Laboratory	29865.0	23244.0	36.0	19176010.0	145.67	47.61591919	-122.34571548
NonResidential	Retail Store	26	1.0	4.0	0	Retail Store	58392.8	Retail Store	0.0	0.0	91.0	9898724.0	69.01	47.61171108	-122.33681575
NonResidential	Large Office	26	1.0	25.0	0	Office	380397.0	Parking	127192.0	0.0	71.0	24882924.0	173.47	47.61175275	-122.33667433
NonResidential	Retail Store	90	1.0	10.0	0	Retail Store	361107.0	Office	332343.0	0.0	92.0	40433292.0	392.65	47.6124792	-122.33586069
NonResidential	Large Office	39	1.0	33.0	0	Office	637099.0	Parking	132465.0	33110.0	89.0	40451748.0	282.01	47.61323929	-122.33440399
NonResidential	Large Office	15	1.0	23.0	205076	Office	542461.0	Parking	219045.0	9337.0	88.0	32141070.0	374.82	47.61374903	-122.33507976
NonResidential	Small- and Mid-Sized Office	89	1.0	10.0	7757	Office	45260.0	Retail Store	6187.0	0.0	92.0	3137206.0	152.04	47.61378582	-122.33638554
NonResidential	Large Office	85	1.0	17.0	30000	Office	142034.0	Other-Recreation	17070.0	14666.0	92.0	7546235.0	94.89	47.61391297	-122.33581187
NonResidential	Small- and Mid-Sized Office	99	1.0	5.0	0	Office	51557.0	Retail Store	9976.0	0.0	63.0	3655453.0	25.48	47.61232632	-122.33842968
NonResidential	Large Office	46	1.0	20.0	32334	Office	226454.0	Parking	29214.0	0.0	95.0	12943756.0	509.69	47.61419225	-122.33715661
NonResidential	Large Office	6	1.0	25.0	228668	Office	582725.0	Parking	191082.0	0.0	96.0	24641772.0	198.93	47.61586761	-122.33737946
NonResidential	Large Office	47	1.0	12.0	0	Office	161000.0	Parking	51250.0	0.0	88.0	9273278.0	228.07	47.61673455	-122.34198091
NonResidential	Large Office	6	1.0	36.0	154972	Office	743562.0	Parking	161119.0	0.0	97.0	38400928.0	267.71	47.61596574	-122.33609553
NonResidential	Large Office	25	1.0	16.0	141600	Office	311736.0	Parking	123356.0	18239.0	94.0	17653930.0	128.87	47.61577337	-122.33379691
NonResidential	Other	11	1.0	11.0	68432	Other	250000.0	Other	0.0	0.0	57.6	61827040.0	1894.2	47.61598206	-122.33448029
NonResidential	Small- and Mid-Sized Office	115	1.0	7.0	0	Office	64712.0	Retail Store	10058.0	7030.0	81.0	4112006.0	50.6	47.60260831	-122.33300887
NonResidential	Small- and Mid-Sized Office	115	1.0	6.0	0	Office	82355.0	Retail Store	7000.0	0.0	55.0	4742636.0	37.14	47.60188691	-122.33410075
NonResidential	Large Office	93	1.0	15.0	0	Office	388934.0	Office	0.0	0.0	84.0	20309614.0	208.81	47.60349737	-122.33226722
NonResidential	Large Office	86	1.0	22.0	0	Office	348969.0	Convenience Store without Gas Station	4181.0	1437.0	98.0	9861998.0	68.75	47.60402644	-122.33430506
NonResidential	Large Office	57	1.0	17.0	84600	Office	236827.0	Parking	83311.0	14679.0	68.0	25476332.0	862.64	47.60390362	-122.33424932
NonResidential	Large Office	32	1.0	47.0	0	Office	1011135.0	Parking	272682.0	37595.0	93.0	45074876.0	321.72	47.60523404	-122.33465706
NonResidential	Large Office	29	1.0	41.0	129432	Office	485296.0	Parking	92787.0	10290.0	82.0	26208138.0	182.71	47.60533104	-122.33503955
NonResidential	Small- and Mid-Sized Office	65	1.0	6.0	1392	Office	89699.0	Parking	1392.0	0.0	85.4	2373031.0	58.99	47.60537505	-122.3356282
NonResidential	Large Office	47	1.0	8.0	62993	Office	84838.0	Parking	15401.0	0.0	89.0	3157579.0	22.01	47.60571018	-122.33639455
NonResidential	Large Office	24	1.0	29.0	197231	Office	522667.0	Parking	194435.0	8842.0	97.0	18350766.0	139.34	47.60611343	-122.33672333
NonResidential	Large Office	57	1.0	6.0	25920	Office	92310.0	Data Center	39336.0	25000.0	92.6	41092076.0	358.88	47.60601562	-122.33569636
NonResidential	Large Office	35	1.0	34.0	162604	Office	606050.0	Parking	154947.0	0.0	77.0	30135280.0	216.66	47.60619421	-122.33526667
NonResidential	Large Office	43	1.0	14.0	23775	Office	182540.0	Parking	33671.0	240.0	95.0	9700372.0	218.49	47.60668182	-122.33452606
NonResidential	Large Office	46	1.0	49.0	368980	Office	808980.0	Parking	232248.0	30329.0	88.0	47148456.0	704.76	47.60633748	-122.33369209
NonResidential	Large Office	13	1.0	37.0	164420	Office	763260.0	Parking	185581.0	103478.0	93.0	41655852.0	290.4	47.60566548	-122.33261347
NonResidential	Large Office	42	1.0	42.0	171500	Large Office	58392.8	Large Office	0.0	0.0	79.0	37527176.0	449.01	47.60605613	-122.33178821
NonResidential	Large Office	108	1.0	8.0	0	Office	161762.0	Retail Store	29094.0	10624.0	88.0	9734582.0	180.89	47.60504384	-122.33274356
Nonresidential COS	Large Office	25	1.0	63.0	159600	Office	1187924.0	Parking	159599.0	18656.0	82.0	64715652.0	452.16	47.60491077	-122.32891587
Nonresidential COS	Large Office	14	1.0	14.0	0	Office	269284.0	Other	28394.0	600.0	25.8	21781324.0	381.89	47.60403674	-122.32877322
Nonresidential COS	Large Office	12	1.0	8.0	30660	Office	160418.0	Parking	18590.0	17480.0	70.0	13172813.0	300.3	47.60363382	-122.32999251
NonResidential	Large Office	9	1.0	13.0	52703	Office	372242.0	Office	0.0	0.0	98.0	15083332.0	234.15	47.60213517	-122.32847035
NonResidential	Large Office	106	1.0	7.0	8296	Office	96582.0	Office	0.0	0.0	98.0	3098638.0	69.18	47.60185187	-122.32859693
NonResidential	Retail Store	37	1.0	2.0	0	Retail Store	89200.0	Retail Store	0.0	0.0	83.0	6289567.0	73.39	47.6605111	-122.3128304
NonResidential	Small- and Mid-Sized Office	54	1.0	5.0	0	Small- and Mid-Sized Office	56949.6	Small- and Mid-Sized Office	0.0	0.0	63.0	5814165.0	177.92	47.66095645	-122.3162654
NonResidential	Large Office	13	1.0	6.0	44248	Office	95943.0	Parking	42500.0	0.0	92.0	4025787.0	28.07	47.66044059	-122.3169435
NonResidential	Large Office	13	1.0	5.0	82720	Office	145754.0	Parking	90000.0	0.0	93.0	6299357.0	43.92	47.66053047	-122.3174071
NonResidential	Self-Storage Facility	51	1.0	5.0	0	Self-Storage Facility	93660.0	Self-Storage Facility	0.0	0.0	67.0	836348.0	5.83	47.61564776	-122.33229386
NonResidential	Large Office	35	1.0	18.0	64660	Office	348270.0	Parking	69634.0	0.0	82.0	23179128.0	166.68	47.61647081	-122.330698
NonResidential	Large Office	15	1.0	11.0	195621	Office	164192.0	Fitness Center/Health Club/Gym	37782.0	0.0	85.0	9796649.0	73.67	47.61788951	-122.33127667
NonResidential	Large Office	27	1.0	20.0	118744	Office	367623.0	Parking	114510.0	0.0	73.0	25909504.0	189.56	47.6166018	-122.32990312
NonResidential	Large Office	36	1.0	24.0	116721	Office	432841.0	Parking	98503.0	0.0	76.0	25840362.0	180.14	47.61420011	-122.34223589
NonResidential	Mixed Use Property	35	1.0	4.0	38700	Laboratory	42389.0	Parking	38700.0	28258.0	50.4	7004126.0	76.13	47.61799869	-122.35459499
NonResidential	Large Office	33	1.0	6.0	124216	Office	283267.0	Parking	113359.0	0.0	66.0	20630168.0	143.82	47.61836011	-122.35263651
NonResidential	Large Office	13	1.0	6.0	83591	Large Office	58392.8	Large Office	0.0	0.0	80.0	13010612.0	129.21	47.61605453	-122.34371185
NonResidential	Large Office	68	1.0	3.0	48512	Office	141366.0	Parking	48199.0	0.0	84.6	5240296.0	36.83	47.61778529	-122.34439698
NonResidential	Large Office	31	1.0	8.0	61986	Office	163754.0	Parking	65117.0	21782.0	17.0	22388122.0	156.08	47.61797602	-122.35649532
NonResidential	Supermarket/Grocery Store	59	1.0	1.0	0	Supermarket/Grocery Store	61666.0	Supermarket/Grocery Store	0.0	0.0	60.0	13320624.0	328.38	47.70184827	-122.36437781
NonResidential	Small- and Mid-Sized Office	115	1.0	5.0	0	Office	29070.0	Other	8329.0	4253.0	14.0	3033340.0	21.15	47.60227966	-122.33202362
NonResidential	Large Office	103	1.0	42.0	0	Office	277397.0	Retail Store	8429.0	7518.0	82.0	19609472.0	597.76	47.60188155	-122.33206429
NonResidential	Non-Refrigerated Warehouse	38	1.0	1.0	0	Non-Refrigerated Warehouse	119200.0	Other	9600.0	0.0	97.0	1869575.0	82.43	47.54032619	-122.33015747
NonResidential	Large Office	88	1.0	8.0	0	Office	166919.0	Performing Arts	39355.0	19787.0	79.0	12745839.0	266.18	47.60831575	-122.33544853
NonResidential	Large Office	51	1.0	22.0	0	Office	256299.0	Parking	66430.0	7438.0	75.0	19854012.0	579.99	47.60831575	-122.33544853
NonResidential	Large Office	55	1.0	21.0	0	Office	286538.0	Parking	197750.0	11888.0	68.0	30648154.0	1088.2	47.60831575	-122.33544853
NonResidential	Large Office	39	1.0	42.0	0	Office	718473.0	Parking	40000.0	19671.0	56.0	56762408.0	395.71	47.60816177	-122.33434527
NonResidential	Hotel	92	1.0	12.0	0	Hotel	497900.0	Retail Store	28605.0	15800.0	22.0	64547116.0	2937.83	47.60816177	-122.33434527
NonResidential	Retail Store	35	1.0	2.0	0	Retail Store	56119.8	Retail Store	0.0	0.0	84.0	11541355.0	147.77	47.57965631	-122.29880174
NonResidential	Mixed Use Property	45	1.0	1.0	0	Non-Refrigerated Warehouse	33450.0	Office	29620.0	27715.0	11.0	6471427.0	144.17	47.52726155	-122.29392927
NonResidential	Non-Refrigerated Warehouse	55	1.0	1.0	0	Non-Refrigerated Warehouse	51116.0	Non-Refrigerated Warehouse	0.0	0.0	93.0	1113488.0	55.69	47.72957286	-122.34642876
NonResidential	Other	6	1.0	5.0	69710	Parking	74831.0	Office	71643.0	0.0	68.6	2904225.0	20.25	47.62320708	-122.32984117
NonResidential	Large Office	14	1.0	5.0	70067	Office	103494.0	Parking	70067.0	0.0	44.0	6743116.0	47.01	47.62347121	-122.32929694
NonResidential	Non-Refrigerated Warehouse	42	1.0	1.0	0	Non-Refrigerated Warehouse	49395.0	Office	5853.0	0.0	4.0	3415305.0	63.32	47.65748867	-122.36767478
NonResidential	Non-Refrigerated Warehouse	56	1.0	2.0	0	Non-Refrigerated Warehouse	29001.0	Office	28299.0	0.0	54.0	4547379.0	153.73	47.66611816	-122.38549485
NonResidential	Large Office	99	1.0	6.0	0	Office	305233.0	College/University	26900.0	7666.0	89.0	18586464.0	113.5	47.61464888	-122.3535755
NonResidential	Large Office	27	1.0	55.0	285000	Office	1021940.0	Parking	264481.0	123433.0	94.0	51625548.0	569.61	47.60722258	-122.3361529
NonResidential	Small- and Mid-Sized Office	109	1.0	6.0	25920	Office	98370.0	Office	0.0	0.0	45.0	6525887.0	47.24	47.60679898	-122.3371001
NonResidential	Hotel	85	1.0	21.0	0	Hotel	310000.0	Hotel	0.0	0.0	61.0	32135246.0	1391.7	47.60972214	-122.33361053
NonResidential	Large Office	26	1.0	46.0	512608	Office	1002403.0	Parking	377046.0	53116.0	90.0	55813996.0	530.7	47.61047982	-122.3345417
NonResidential	Large Office	57	1.0	10.0	0	Office	128477.0	Office	0.0	0.0	86.0	6474724.0	191.83	47.61002482	-122.3345291
NonResidential	Retail Store	101	1.0	4.0	0	Retail Store	35694.0	Office	29723.0	0.0	34.0	5680701.0	39.6	47.61144362	-122.3362264
NonResidential	Large Office	94	1.0	4.0	0	Office	62512.0	Retail Store	53971.0	5000.0	70.0	7758182.0	138.28	47.61151197	-122.3352453
NonResidential	Large Office	32	1.0	29.0	0	Office	425829.0	Parking	80005.0	0.0	89.0	19150024.0	133.5	47.61123657	-122.33499146
NonResidential	Large Office	89	1.0	10.0	0	Office	92006.0	Other	12610.0	9835.0	65.0	6664740.0	72.46	47.6101265	-122.33613586
NonResidential	Large Office	31	1.0	6.0	13200	Office	83485.0	Parking	13200.0	5000.0	40.0	7456330.0	51.98	47.61030844	-122.3356898
NonResidential	Hotel	42	1.0	19.0	59280	Hotel	332067.0	Hotel	0.0	0.0	8.0	35383012.0	1231.19	47.60984368	-122.335888
NonResidential	Large Office	105	1.0	10.0	0	Office	87391.0	Retail Store	32264.0	10858.0	49.0	11040500.0	266.78	47.60985565	-122.33682251
NonResidential	Small- and Mid-Sized Office	95	1.0	8.0	0	Office	41758.0	Retail Store	4600.0	0.0	35.0	2876857.0	20.06	47.60950851	-122.33650208
NonResidential	Large Office	86	1.0	14.0	0	Office	124508.0	Office	0.0	0.0	89.0	6578370.0	212.06	47.60919189	-122.33681488
NonResidential	Large Office	86	1.0	15.0	0	Large Office	58392.8	Large Office	0.0	0.0	84.0	7226188.0	262.31	47.60930252	-122.33631134
NonResidential	Large Office	30	1.0	30.0	134662	Office	643083.0	Parking	126891.0	13422.0	67.0	59124384.0	1241.23	47.61046458	-122.3376779
NonResidential	Small- and Mid-Sized Office	109	1.0	4.0	0	Office	56747.0	Office	0.0	0.0	57.0	3999310.0	72.9	47.60978885	-122.3388932
NonResidential	Large Office	88	1.0	10.0	0	Office	90787.0	Supermarket/Grocery Store	24315.0	6644.0	72.0	7524880.0	52.46	47.60982895	-122.33834076
NonResidential	Mixed Use Property	105	1.0	5.0	0	Office	39960.0	Retail Store	26640.0	13320.0	61.4	2921368.0	20.37	47.60831726	-122.3390881
Campus	Mixed Use Property	107	1.0	4.0	0	Retail Store	44078.0	Other-Restaurant/Bar	19182.0	14380.0	50.6	13883385.0	96.79	47.60876917	-122.3411538
NonResidential	Other	19	1.0	6.0	86429	Parking	64821.0	Retail Store	40629.0	13039.0	56.4	8204897.0	168.09	47.61178469	-122.3346004
NonResidential	Other	19	1.0	4.0	166960	Parking	166960.0	Movie Theater	69947.0	27400.0	71.0	7782092.0	150.52	47.61197207	-122.3341322
NonResidential	Large Office	26	1.0	56.0	389860	Office	1314475.0	Parking	389860.0	30744.0	97.0	48342560.0	496.99	47.61001362	-122.3323936
NonResidential	Large Office	35	1.0	36.0	0	Office	748011.0	Parking	36606.0	9975.0	97.0	25475474.0	209.67	47.60964966	-122.33229065
NonResidential	Large Office	44	1.0	21.0	93204	Office	342952.0	Parking	106466.0	0.0	74.0	19594950.0	136.6	47.6090932	-122.3320105
NonResidential	Large Office	29	1.0	12.0	15140	Office	104788.0	Parking	11844.0	528.0	74.0	5543575.0	38.65	47.61022844	-122.3408168
NonResidential	Small- and Mid-Sized Office	16	1.0	4.0	17500	Office	70090.0	Other	1672.0	0.0	82.0	3925806.0	27.37	47.61123119	-122.3477109
NonResidential	Large Office	17	1.0	11.0	184776	Office	182255.0	Laboratory	10543.0	0.0	77.0	11924933.0	83.13	47.61160526	-122.3475713
NonResidential	Other	30	1.0	12.0	38000	Other	146689.0	Other	0.0	0.0	58.4	14735023.0	102.72	47.61204042	-122.34370306
NonResidential	Large Office	92	1.0	11.0	0	Office	93879.0	Retail Store	7500.0	0.0	97.0	4685346.0	233.43	47.611129	-122.342117
NonResidential	Small- and Mid-Sized Office	90	1.0	4.0	0	Office	38880.0	Restaurant	12960.0	0.0	77.0	2721954.0	52.67	47.61302608	-122.3405801
Campus	Mixed Use Property	102	1.0	10.0	0	Parking	155000.0	Office	145594.0	103200.0	37.6	23914744.0	404.51	47.612129	-122.339447
NonResidential	Retail Store	86	1.0	8.0	0	Retail Store	889981.0	Other	345702.0	0.0	97.0	16644664.0	123.96	47.61148031	-122.3386049
NonResidential	Other	16	1.0	5.0	97400	Other	206950.0	Other	0.0	0.0	55.0	19645206.0	248.15	47.60999671	-122.3292516
NonResidential	Other	25	1.0	6.0	0	Convention Center	1072000.0	Parking	686750.0	0.0	83.2	77164568.0	1793.9	47.61158623	-122.3316006
NonResidential	Other	27	1.0	9.0	0	Urgent Care/Clinic/Other Outpatient	46710.0	Urgent Care/Clinic/Other Outpatient	0.0	0.0	31.6	4255322.0	132.66	47.6104434	-122.3284162
NonResidential	Medical Office	70	1.0	3.0	104000	Medical Office	162000.0	Parking	104000.0	0.0	65.0	14465798.0	229.84	47.6104434	-122.3284162
NonResidential	Medical Office	23	1.0	14.0	407795	Medical Office	270384.0	Parking	270383.0	0.0	68.0	18841144.0	131.35	47.60921478	-122.3242569
NonResidential	Mixed Use Property	14	1.0	6.0	177660	Mixed Use Property	56119.8	Mixed Use Property	0.0	0.0	100.0	57439532.0	474.54	47.61932082	-122.3481439
NonResidential	Mixed Use Property	14	1.0	6.0	104922	Parking	104922.0	Data Center	54385.0	37721.0	100.0	84980760.0	599.2	47.61892137	-122.3485738
NonResidential	Hotel	36	1.0	5.0	29409	Hotel	20000.0	Hotel	0.0	0.0	27.0	10018321.0	250.25	47.62040582	-122.3459128
NonResidential	Large Office	68	1.0	4.0	37854	Office	138672.0	Parking	47539.0	11166.0	59.0	16760217.0	116.84	47.6214758	-122.3430502
NonResidential	Large Office	34	1.0	5.0	38452	Office	231163.0	Parking	44745.0	0.0	67.0	19344782.0	134.86	47.62168398	-122.3612421
NonResidential	Non-Refrigerated Warehouse	14	1.0	1.0	0	Non-Refrigerated Warehouse	123061.0	Non-Refrigerated Warehouse	0.0	0.0	61.0	1912690.0	13.33	47.56077194	-122.32500458
NonResidential	Distribution Center	52	1.0	1.0	0	Distribution Center	40272.0	Office	18818.0	0.0	36.0	3037572.0	132.56	47.54865557	-122.3253303
NonResidential	Non-Refrigerated Warehouse	52	1.0	1.0	0	Non-Refrigerated Warehouse	106001.0	Non-Refrigerated Warehouse	0.0	0.0	74.0	1358022.0	9.47	47.5468909	-122.3239962
NonResidential	Large Office	53	1.0	3.0	42282	Office	125779.0	Parking	32821.0	20000.0	25.0	16628372.0	189.88	47.633493	-122.3263524
NonResidential	Distribution Center	55	1.0	1.0	0	Distribution Center	118733.0	Distribution Center	0.0	0.0	98.0	624180.0	4.49	47.53766891	-122.3241408
NonResidential	Large Office	14	1.0	7.0	44728	Office	82098.0	Office	0.0	0.0	74.0	4842910.0	33.76	47.62973404	-122.32804871
NonResidential	Small- and Mid-Sized Office	31	1.0	6.0	33921	Small- and Mid-Sized Office	58392.8	Small- and Mid-Sized Office	0.0	0.0	95.0	3066228.0	21.38	47.62563138	-122.3428953
NonResidential	Large Office	19	1.0	5.0	115228	Office	105563.0	Parking	0.0	0.0	76.0	6388260.0	44.54	47.62912762	-122.3419415
NonResidential	Large Office	14	1.0	3.0	47656	Office	63199.0	Office	0.0	0.0	1.0	15324777.0	421.92	47.6477973	-122.3392645
NonResidential	Small- and Mid-Sized Office	41	1.0	5.0	0	Office	71751.0	Parking	0.0	0.0	68.0	4428557.0	30.87	47.7007902	-122.3272232
NonResidential	Small- and Mid-Sized Office	36	1.0	6.0	0	Office	85339.0	Parking	0.0	0.0	52.0	6057734.0	42.23	47.70006313	-122.326753
NonResidential	Large Office	32	1.0	5.0	0	Office	91281.0	Adult Education	30177.0	5931.0	91.0	6022054.0	41.98	47.69917313	-122.3268871
NonResidential	Small- and Mid-Sized Office	36	1.0	4.0	0	Office	53730.0	Parking	0.0	0.0	18.0	4843538.0	33.77	47.70057856	-122.3249321
NonResidential	Small- and Mid-Sized Office	55	1.0	3.0	0	Office	55593.0	Office	0.0	0.0	57.0	4099807.0	88.5	47.56710229	-122.364164
NonResidential	Large Office	33	1.0	4.0	60960	Office	72066.0	Parking	59137.0	0.0	55.0	4664399.0	32.52	47.62278141	-122.3320697
NonResidential	Retail Store	10	1.0	1.0	0	Retail Store	158415.0	Retail Store	0.0	0.0	23.0	23364636.0	474.59	47.56538887	-122.3303087
NonResidential	Large Office	86	1.0	8.0	0	Office	155985.0	Data Center	88350.0	15630.0	53.8	49102164.0	351.03	47.61898067	-122.3364401
NonResidential	Other	40	1.0	8.0	0	Urgent Care/Clinic/Other Outpatient	158738.0	Urgent Care/Clinic/Other Outpatient	0.0	0.0	34.8	66740380.0	1359.77	47.610416	-122.326568
NonResidential	Retail Store	16	1.0	1.0	0	Retail Store	102653.0	Supermarket/Grocery Store	74102.0	0.0	61.0	18622292.0	324.63	47.66047823	-122.3676329
NonResidential	Large Office	6	1.0	5.0	66234	Office	118016.0	Parking	66234.0	1595.0	95.0	5820965.0	41.16	47.62410578	-122.3375262
NonResidential	Other	87	1.0	3.0	0	Laboratory	54880.0	Data Center	320.0	0.0	70.0	11566123.0	254.16	47.62346456	-122.3375308
NonResidential	Other	12	1.0	4.0	111793	Laboratory	176171.0	Laboratory	0.0	0.0	90.8	40183424.0	967.81	47.62262099	-122.3375121
NonResidential	Large Office	11	1.0	6.0	52582	Office	79384.0	Parking	52582.0	3027.0	74.0	5266498.0	36.71	47.62262623	-122.338058
NonResidential	Large Office	6	1.0	5.0	98700	Office	168132.0	Parking	96918.0	16862.0	96.0	7905095.0	62.01	47.62385941	-122.33546448
NonResidential	Non-Refrigerated Warehouse	101	1.0	5.0	0	Non-Refrigerated Warehouse	127800.0	Non-Refrigerated Warehouse	0.0	0.0	51.0	3060149.0	37.62	47.62531851	-122.3334149
NonResidential	Large Office	13	1.0	5.0	206597	Office	372503.0	Parking	189133.0	0.0	68.0	30710500.0	626.54	47.62726846	-122.3315762
NonResidential	Large Office	14	1.0	6.0	95000	Office	131592.0	Parking	83178.0	0.0	49.0	11797448.0	84.93	47.62622137	-122.3314394
Campus	Other	18	3.0	5.0	195283	Other	535947.0	Parking	103983.0	0.0	54.8	136241424.0	4045.53	47.6286355	-122.3306365
