BuildingType	PrimaryPropertyType	Agebuilding	NumberofBuildings	NumberofFloors	PropertyGFAParking	LargestPropertyUseType	LargestPropertyUseTypeGFA	SecondLargestPropertyUseType	SecondLargestPropertyUseTypeGFA	ThirdLargestPropertyUseTypeGFA	ENERGYSTARScore	SiteEnergyUse(kBtu)	GHGEmissions(MetricTonsCO2e)	Latitude	Longitude
NonResidential	Large Office	56	1.0	21.0	0	Office	286538.0	Parking	197750.0	11888.0	79.0	27076922.0	1084.79	47.60869	-122.33588
NonResidential	Large Office	40	1.0	42.0	0	Office	718473.0	Parking	40000.0	19671.0	69.0	48479988.0	337.97	47.60896	-122.33481
NonResidential	Hotel	93	1.0	12.0	0	Hotel	542305.0	Swimming Pool	0.0	0.0	45.0	56485204.0	2573.75	47.60804	-122.33391
NonResidential	Retail Store	36	1.0	2.0	0	Retail Store	191940.0	Office	100000.0	0.0	80.0	11688601.0	162.45	47.57936	-122.29744
NonResidential	Mixed Use Property	46	0.0	1.0	0	Non-Refrigerated Warehouse	33450.0	Office	29620.0	27715.0	42.0	4383100.5	116.03	47.52871	-122.29443
NonResidential	Warehouse	56	1.0	1.0	0	Non-Refrigerated Warehouse	51116.0	Non-Refrigerated Warehouse	0.0	0.0	96.0	930611.875	48.65	47.72912	-122.34677
NonResidential	Other	7	1.0	5.0	69710	Parking	74831.0	Office	71643.0	0.0	73.0	3085814.0	21.51	47.62323	-122.33028
NonResidential	Large Office	15	1.0	5.0	70067	Office	103494.0	Parking	70067.0	0.0	60.0	5803409.0	40.46	47.62333	-122.3296
NonResidential	Warehouse	43	1.0	1.0	0	Non-Refrigerated Warehouse	49395.0	Office	5853.0	0.0	2.0	3989399.0	70.47	47.65825	-122.3683
NonResidential	Warehouse	57	1.0	2.0	0	Non-Refrigerated Warehouse	29001.0	Office	28299.0	0.0	55.0	4560492.0	156.67	47.66587	-122.38476
NonResidential	Large Office	100	1.0	6.0	0	Office	305233.0	College/University	26900.0	7666.0	90.0	18102026.0	224.36	47.61429	-122.35263
NonResidential	Large Office	28	1.0	55.0	285000	Office	994116.0	Parking	264481.0	133598.0	92.0	53079164.0	588.9	47.60723	-122.33611
NonResidential	Hotel	86	1.0	21.0	0	Hotel	310000.0	Hotel	0.0	0.0	58.0	33729336.0	1510.85	47.60968	-122.33379
NonResidential	Large Office	27	1.0	46.0	512608	Office	1002403.0	Parking	377046.0	53116.0	89.0	56606136.0	530.18	47.61054	-122.33466
NonResidential	Large Office	58	1.0	10.0	0	Office	144570.0	Office	0.0	0.0	91.0	6423556.5	193.72	47.61003	-122.33452
NonResidential	Retail Store	102	1.0	4.0	0	Retail Store	35694.0	Office	29723.0	0.0	25.0	5252131.0	36.61	47.61159	-122.33601
NonResidential	Large Office	95	1.0	4.0	0	Office	62512.0	Retail Store	53971.0	5000.0	71.0	7711757.5	148.11	47.61166	-122.33528
NonResidential	Large Office	33	1.0	29.0	0	Office	411301.0	Parking	80005.0	14528.0	93.0	18848780.0	131.4	47.61125	-122.33494
NonResidential	Large Office	90	0.0	10.0	0	Office	92006.0	Other	12610.0	9835.0	72.0	6029020.0	65.2	47.61005	-122.3361
NonResidential	Large Office	32	1.0	6.0	13200	Office	83485.0	Parking	13200.0	5000.0	45.0	7335905.5	51.14	47.61033	-122.3357
NonResidential	Hotel	43	0.0	19.0	59280	Hotel	332067.0	Hotel	0.0	0.0	6.0	37785552.0	1468.5	47.60996	-122.33572
NonResidential	Large Office	106	1.0	10.0	0	Office	87391.0	Retail Store	32264.0	10858.0	49.0	11651200.0	318.08	47.60991	-122.33687
NonResidential	Small- and Mid-Sized Office	96	1.0	8.0	0	Office	41958.0	Retail Store	4800.0	0.0	62.6	2586116.0	18.03	47.60953	-122.33647
NonResidential	Large Office	87	1.0	14.0	0	Office	124508.0	Office	0.0	0.0	89.0	6366084.5	202.99	47.60902	-122.33674
NonResidential	Large Office	87	1.0	15.0	0	Office	125473.0	Office	0.0	0.0	84.0	5446624.0	238.09	47.60923	-122.33625
NonResidential	Large Office	31	1.0	30.0	134662	Office	643083.0	Parking	126891.0	13422.0	72.0	52226204.0	793.05	47.61022	-122.33745
NonResidential	Small- and Mid-Sized Office	110	1.0	4.0	0	Office	56747.0	Office	0.0	0.0	72.0	3518459.5	74.83	47.60995	-122.33904
NonResidential	Large Office	89	1.0	10.0	0	Office	87925.0	Supermarket/Grocery Store	27177.0	6644.0	80.0	6962073.0	48.54	47.60987	-122.33824
NonResidential	Mixed Use Property	106	1.0	5.0	0	Office	39960.0	Retail Store	26640.0	13320.0	40.4	3009463.75	20.98	47.60821	-122.33899
Campus	Mixed Use Property	108	1.0	4.0	0	Retail Store	44078.0	Other-Restaurant/Bar	19182.0	14380.0	62.2	14940504.0	316.2	47.60881	-122.34119
NonResidential	Other	20	1.0	6.0	86429	Parking	64821.0	Retail Store	40629.0	13039.0	37.6	9671619.0	185.03	47.61164	-122.33446
NonResidential	Other	20	0.0	4.0	166960	Parking	166960.0	Movie Theater	69947.0	27400.0	85.6	7273155.5	147.75	47.61185	-122.33421
NonResidential	Large Office	27	1.0	56.0	389860	Office	1314475.0	Parking	389860.0	30744.0	97.0	49517704.0	525.78	47.61043	-122.33206
NonResidential	Large Office	36	1.0	36.0	0	Office	748011.0	Parking	36606.0	9975.0	96.0	26689658.0	216.43	47.60967	-122.33229
NonResidential	Large Office	45	1.0	21.0	93204	Office	342952.0	Parking	106466.0	0.0	74.0	19397324.0	135.23	47.60909	-122.33202
NonResidential	Large Office	30	1.0	12.0	15140	Office	104788.0	Parking	11844.0	528.0	89.0	4757299.5	33.17	47.61029	-122.34089
NonResidential	Small- and Mid-Sized Office	17	1.0	4.0	17500	Office	70090.0	Other	1672.0	0.0	72.0	4549892.0	31.72	47.61116	-122.34748
NonResidential	Large Office	18	1.0	11.0	184776	Office	150969.0	Laboratory	41829.0	0.0	72.0	13329024.0	92.92	47.6117	-122.34778
NonResidential	Other	31	1.0	12.0	38000	Other	146689.0	Other	0.0	0.0	43.2	14436982.0	100.65	47.61252	-122.34351
NonResidential	Large Office	93	1.0	11.0	0	Office	93879.0	Retail Store	7500.0	0.0	96.0	5327249.5	281.55	47.61108	-122.34217
NonResidential	Small- and Mid-Sized Office	91	1.0	4.0	0	Office	38880.0	Restaurant	12960.0	0.0	83.0	2429021.0	44.48	47.61304	-122.34059
Campus	Mixed Use Property	103	3.0	10.0	0	Parking	155000.0	Office	145594.0	103200.0	58.8	20779796.0	418.9	47.61229	-122.33903
NonResidential	Retail Store	87	1.0	8.0	0	Retail Store	509342.0	Other	380639.0	0.0	90.8	17666646.0	328.83	47.61098	-122.33815
NonResidential	Other	17	1.0	5.0	97400	Other	206950.0	Other	0.0	0.0	38.2	19295226.0	249.09	47.61	-122.32922
NonResidential	Other	26	1.0	6.0	0	Convention Center	1072000.0	Parking	686750.0	0.0	70.8	0.0	0.0	47.61195	-122.33167
NonResidential	Other	28	1.0	9.0	0	Urgent Care/Clinic/Other Outpatient	46710.0	Urgent Care/Clinic/Other Outpatient	0.0	0.0	51.8	4169431.5	130.69	47.61048	-122.32837
NonResidential	Medical Office	71	1.0	3.0	104000	Medical Office	162000.0	Parking	104000.0	0.0	65.0	13911761.0	201.15	47.61048	-122.32837
NonResidential	Medical Office	24	1.0	14.0	407795	Medical Office	270384.0	Parking	270383.0	0.0	58.0	21156670.0	147.49	47.60921	-122.32425
NonResidential	Mixed Use Property	15	1.0	6.0	177660	Parking	164332.0	Office	108781.0	54184.0	100.0	55073120.0	456.22	47.61915	-122.34857
NonResidential	Mixed Use Property	15	1.0	6.0	104922	Parking	104922.0	Data Center	54385.0	37721.0	100.0	75073888.0	530.59	47.61915	-122.34857
NonResidential	Hotel	37	1.0	5.0	29409	Hotel	109017.0	Hotel	0.0	0.0	34.0	9474745.0	243.66	47.62036	-122.34588
NonResidential	Large Office	35	1.0	5.0	38452	Office	228504.0	Parking	47404.0	0.0	77.0	16373232.0	114.14	47.62177	-122.36158
NonResidential	Warehouse	15	1.0	1.0	0	Non-Refrigerated Warehouse	123061.0	Non-Refrigerated Warehouse	0.0	0.0	59.0	1987934.625	13.86	47.56064	-122.32522
NonResidential	Distribution Center	53	1.0	1.0	0	Distribution Center	40272.0	Office	18818.0	0.0	45.0	2756214.75	117.11	47.54868	-122.3255
NonResidential	Warehouse	53	1.0	1.0	0	Non-Refrigerated Warehouse	106001.0	Non-Refrigerated Warehouse	0.0	0.0	93.0	763364.5	5.32	47.5471	-122.32406
NonResidential	Large Office	54	1.0	3.0	38400	Office	125779.0	Parking	32821.0	20000.0	19.0	18309150.0	236.9	47.63349	-122.32634
NonResidential	Distribution Center	56	1.0	1.0	0	Distribution Center	118733.0	Distribution Center	0.0	0.0	97.0	775729.1875	5.44	47.53764	-122.3232
NonResidential	Large Office	15	1.0	7.0	44728	Office	82098.0	Office	0.0	0.0	81.0	4342597.0	30.27	47.62958	-122.32826
NonResidential	Small- and Mid-Sized Office	32	1.0	6.0	33921	Office	95721.0	Parking	31746.0	0.0	95.0	3063504.5	21.36	47.62566	-122.34287
NonResidential	Large Office	20	2.0	5.0	115228	Office	105563.0	Parking	0.0	0.0	83.0	5661689.5	39.47	47.62929	-122.34194
NonResidential	Large Office	15	1.0	3.0	47656	Office	63199.0	Office	0.0	0.0	7.0	11319836.0	374.92	47.64776	-122.33924
NonResidential	Small- and Mid-Sized Office	42	1.0	5.0	0	Office	71751.0	Parking	0.0	0.0	56.0	5134607.5	35.8	47.70105	-122.32659
NonResidential	Small- and Mid-Sized Office	37	1.0	6.0	0	Office	85339.0	Parking	0.0	0.0	53.0	6029121.5	42.03	47.69999	-122.32663
NonResidential	Large Office	33	1.0	5.0	0	Office	91281.0	Adult Education	30177.0	5931.0	93.0	5535626.0	38.59	47.69917	-122.3268
NonResidential	Small- and Mid-Sized Office	37	1.0	4.0	0	Office	53730.0	Parking	0.0	0.0	20.0	4742869.0	33.06	47.70063	-122.32487
NonResidential	Small- and Mid-Sized Office	56	1.0	3.0	0	Office	55593.0	Office	0.0	0.0	55.0	4224872.5	93.23	47.5671	-122.36416
NonResidential	Large Office	34	1.0	4.0	60960	Office	72066.0	Parking	59137.0	0.0	54.0	4695139.0	32.73	47.62269	-122.33224
NonResidential	Retail Store	11	1.0	1.0	0	Retail Store	158415.0	Retail Store	0.0	0.0	25.0	22394416.0	454.49	47.5653	-122.33076
NonResidential	Large Office	87	1.0	8.0	0	Office	155985.0	Data Center	88350.0	15630.0	53.8	48406556.0	349.07	47.61907	-122.33651
NonResidential	Other	41	1.0	8.0	0	Urgent Care/Clinic/Other Outpatient	158738.0	Urgent Care/Clinic/Other Outpatient	0.0	0.0	57.6	61762380.0	1268.87	47.60953	-122.32793
NonResidential	Small- and Mid-Sized Office	31	1.0	4.0	28800	Office	58195.0	Parking	28800.0	0.0	81.0	2991674.75	20.86	47.62003	-122.35706
NonResidential	Retail Store	17	1.0	1.0	0	Retail Store	102653.0	Supermarket/Grocery Store	74102.0	0.0	62.0	18390344.0	326.18	47.66057	-122.36857
NonResidential	Large Office	7	1.0	5.0	66234	Office	118016.0	Parking	66234.0	1595.0	95.0	5671256.0	40.47	47.62402	-122.33755
NonResidential	Laboratory	88	1.0	3.0	0	Laboratory	54880.0	Data Center	320.0	0.0	60.6	11594121.0	269.71	47.62348	-122.33743
NonResidential	Laboratory	13	1.0	4.0	111793	Laboratory	176171.0	Laboratory	0.0	0.0	50.0	33713876.0	849.83	47.62254	-122.33753
NonResidential	Large Office	12	1.0	6.0	52582	Office	79384.0	Parking	52582.0	3027.0	96.0	3238216.0	22.57	47.62286	-122.33804
NonResidential	Large Office	7	1.0	5.0	98700	Office	168132.0	Parking	96918.0	16862.0	96.0	7851334.5	61.93	47.62383	-122.3356
NonResidential	Warehouse	102	1.0	5.0	0	Non-Refrigerated Warehouse	127800.0	Non-Refrigerated Warehouse	0.0	0.0	56.0	2767491.0	29.53	47.62572	-122.33389
NonResidential	Large Office	14	1.0	5.0	206597	Office	372503.0	Parking	189133.0	0.0	71.0	30083496.0	632.4	47.62855	-122.33035
NonResidential	Large Office	15	1.0	6.0	95000	Office	131592.0	Parking	83178.0	0.0	49.0	11963428.0	94.64	47.62621	-122.33128
Campus	Other	19	1.0	5.0	0	Other	535947.0	Parking	103983.0	0.0	57.0	131373880.0	3995.45	47.62855	-122.33035
NonResidential	Mixed Use Property	13	1.0	5.0	50654	Other	72407.0	Parking	49314.0	37406.0	75.0	31371618.0	726.96	47.62121	-122.33885
NonResidential	Large Office	10	1.0	4.0	73673	Office	113803.0	Parking	79091.0	15803.0	97.0	6917478.5	122.68	47.62137	-122.33744
NonResidential	Large Office	10	1.0	6.0	109905	Office	178628.0	Parking	99368.0	6015.0	97.0	7519466.5	69.59	47.62131	-122.33814
NonResidential	Mixed Use Property	62	1.0	3.0	0	Non-Refrigerated Warehouse	29732.0	Office	17372.0	13639.0	66.0	2755829.0	74.1	47.62002	-122.33687
NonResidential	Laboratory	53	1.0	4.0	0	Laboratory	103135.0	Laboratory	0.0	0.0	63.8	24395228.0	587.16	47.62405	-122.34036
NonResidential	Mixed Use Property	8	1.0	5.0	153684	Laboratory	175364.0	Parking	173235.0	88901.0	80.4	45252356.0	1019.53	47.62405	-122.34036
NonResidential	Small- and Mid-Sized Office	42	1.0	5.0	20826	Office	64752.0	Parking	21396.0	0.0	80.0	3415561.25	23.81	47.62115	-122.3597
NonResidential	Small- and Mid-Sized Office	44	1.0	5.0	20416	Office	66648.0	Parking	15167.0	0.0	69.0	3632613.75	25.32	47.62224	-122.3585
NonResidential	Small- and Mid-Sized Office	46	1.0	5.0	20416	Office	66747.0	Parking	28285.0	0.0	86.0	3493093.75	24.35	47.62224	-122.3585
NonResidential	Small- and Mid-Sized Office	45	1.0	5.0	21600	Office	69691.0	Parking	17487.0	0.0	75.0	3484915.5	24.29	47.62014	-122.35768
NonResidential	Medical Office	28	1.0	4.0	88405	Medical Office	108344.0	Parking	88405.0	0.0	5.0	19165116.0	477.87	47.65821	-122.31831
NonResidential	Medical Office	22	1.0	4.0	95281	Medical Office	95995.0	Medical Office	0.0	0.0	21.0	8422861.0	77.99	47.65884	-122.3183
NonResidential	Self-Storage Facility	70	2.0	2.0	0	Self-Storage Facility	56119.8	Self-Storage Facility	0.0	0.0	72.8	5697472.5	163.83	47.66838	-122.3931
NonResidential	Warehouse	19	1.0	4.0	0	Non-Refrigerated Warehouse	98475.0	Non-Refrigerated Warehouse	0.0	0.0	83.0	1090496.625	22.44	47.56885	-122.37121
NonResidential	Hospital	16	1.0	7.0	150455	Hospital (General Medical & Surgical)	215602.0	Hospital (General Medical & Surgical)	0.0	0.0	23.0	42709624.0	1032.63	47.62667	-122.32965
NonResidential	Supermarket/Grocery Store	21	1.0	2.0	187878	Supermarket/Grocery Store	121087.0	Parking	0.0	0.0	78.0	14512786.0	277.98	47.7237	-122.29232
NonResidential	Supermarket/Grocery Store	8	1.0	1.0	0	Supermarket/Grocery Store	63225.0	Supermarket/Grocery Store	0.0	0.0	100.0	6522551.5	45.47	47.56895	-122.33775
Nonresidential COS	Other	61	0.0	1.0	0	Other-Services	91532.0	Office	22248.0	0.0	73.8	3574542.25	121.98	47.56548	-122.35378
NonResidential	Warehouse	17	1.0	1.0	0	Non-Refrigerated Warehouse	325424.0	Non-Refrigerated Warehouse	0.0	0.0	100.0	1396082.25	41.8	47.56419	-122.34262
NonResidential	Other	15	1.0	3.0	156312	Parking	156312.0	Office	116440.0	7500.0	82.6	11521702.0	80.32	47.64942	-122.35024
NonResidential	Other	64	1.0	3.0	12998	Other	72000.0	Parking	15000.0	0.0	64.8	6876439.5	47.94	47.63549	-122.34103
NonResidential	Retail Store	19	1.0	1.0	0	Retail Store	107931.0	Retail Store	0.0	0.0	72.0	8773058.0	110.46	47.72053	-122.34739
NonResidential	Warehouse	17	1.0	3.0	0	Non-Refrigerated Warehouse	67155.0	Non-Refrigerated Warehouse	0.0	0.0	38.0	784364.5	10.24	47.72377	-122.34095
NonResidential	Other	52	6.0	1.0	0	Strip Mall	124231.0	Parking	0.0	0.0	58.0	9814820.0	226.43	47.72546	-122.34659
NonResidential	Supermarket/Grocery Store	32	0.0	1.0	0	Wholesale Club/Supercenter	144776.0	Wholesale Club/Supercenter	0.0	0.0	56.0	13424079.0	237.39	47.72803	-122.34214
NonResidential	Retail Store	49	1.0	1.0	0	Retail Store	57805.0	Supermarket/Grocery Store	56312.0	0.0	79.0	17225444.0	553.27	47.7249	-122.34332
NonResidential	Supermarket/Grocery Store	19	1.0	1.0	0	Supermarket/Grocery Store	50065.0	Parking	0.0	0.0	78.0	8663691.0	158.92	47.7235	-122.34458
NonResidential	Large Office	28	1.0	3.0	28645	Office	96504.0	Office	0.0	0.0	73.0	4991360.5	34.9	47.65086	-122.35412
NonResidential	Small- and Mid-Sized Office	16	1.0	4.0	36528	Office	90000.0	Office	0.0	0.0	84.0	3897738.0	27.17	47.64963	-122.35158
NonResidential	Small- and Mid-Sized Office	15	1.0	3.0	33709	Office	62232.0	Parking	33709.0	0.0	70.0	5413418.0	37.74	47.64849	-122.35041
NonResidential	Large Office	17	1.0	3.0	114829	Office	152579.0	Parking	93893.0	7500.0	96.0	11325513.0	94.47	47.64822	-122.34848
NonResidential	Large Office	17	1.0	4.0	103032	Office	138995.0	Parking	24549.0	0.0	89.0	8651835.0	85.01	47.64882	-122.34905
NonResidential	Mixed Use Property	25	1.0	6.0	0	Other-Entertainment/Public Assembly	119815.0	Other-Recreation	63101.0	26380.0	77.0	52960796.0	1623.34	47.6074	-122.33777
NonResidential	Large Office	34	1.0	5.0	121375	Office	243018.0	Parking	108408.0	0.0	95.0	7683885.0	53.57	47.55146	-122.32832
NonResidential	Warehouse	49	1.0	2.0	0	Non-Refrigerated Warehouse	70000.0	Office	20000.0	0.0	87.0	1429146.375	17.17	47.54983	-122.32858
NonResidential	Retail Store	50	1.0	1.0	0	Retail Store	50200.0	Retail Store	0.0	0.0	76.0	1047461.0	32.22	47.55032	-122.32614
NonResidential	Small- and Mid-Sized Office	91	1.0	6.0	6200	Office	53993.0	Retail Store	24744.0	4500.0	46.4	4758198.0	120.24	47.66891	-122.38528
NonResidential	Warehouse	75	1.0	2.0	0	Non-Refrigerated Warehouse	63240.0	Non-Refrigerated Warehouse	0.0	0.0	100.0	227566.7031	8.15	47.66724	-122.38553
NonResidential	Other	8	1.0	5.0	182454	Parking	182454.0	Retail Store	130744.0	0.0	64.6	17085344.0	413.35	47.66233	-122.3748
NonResidential	Self-Storage Facility	28	1.0	4.0	23400	Self-Storage Facility	130293.0	Parking	8800.0	0.0	95.0	465533.3125	3.25	47.64676	-122.37581
NonResidential	Warehouse	19	1.0	4.0	0	Non-Refrigerated Warehouse	106041.0	Non-Refrigerated Warehouse	0.0	0.0	94.0	1123943.0	25.58	47.65567	-122.37478
NonResidential	Self-Storage Facility	60	1.0	3.0	0	Self-Storage Facility	94470.0	Self-Storage Facility	0.0	0.0	90.4	1000796.875	33.18	47.63634	-122.3754
NonResidential	Large Office	14	1.0	10.0	38186	Office	150840.0	Parking	26946.0	2155.0	88.0	7637986.0	53.25	47.59963	-122.32796
NonResidential	Retail Store	29	1.0	2.0	0	Retail Store	69800.0	Other	0.0	0.0	100.0	318962.8125	2.22	47.66178	-122.31812
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	22780.0	Non-Refrigerated Warehouse	0.0	0.0	33.0	402051.3125	2.8	47.54769	-122.3251
NonResidential	Distribution Center	49	1.0	1.0	0	Distribution Center	124423.0	Parking	0.0	0.0	62.0	5464762.0	237.36	47.54187	-122.32714
NonResidential	Large Office	46	1.0	22.0	98556	Office	227556.0	Parking	77887.79688	0.0	95.0	8493420.0	59.21	47.60411	-122.33225
NonResidential	Distribution Center	49	1.0	1.0	0	Distribution Center	49918.0	Parking	0.0	0.0	72.0	1529510.25	42.65	47.54187	-122.32714
NonResidential	Distribution Center	47	1.0	1.0	0	Distribution Center	57540.0	Distribution Center	0.0	0.0	26.0	2582687.0	76.68	47.54621	-122.33486
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	85400.0	Non-Refrigerated Warehouse	0.0	0.0	49.0	1536998.25	10.72	47.54853	-122.32814
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	55700.0	Non-Refrigerated Warehouse	0.0	0.0	63.0	519806.0938	3.62	47.54912	-122.32819
NonResidential	Small- and Mid-Sized Office	52	1.0	1.0	0	Office	52759.0	Parking	0.0	0.0	96.0	1794187.25	46.93	47.54965	-122.3278
NonResidential	Small- and Mid-Sized Office	29	1.0	6.0	28427	Office	78672.0	Office	0.0	0.0	98.0	2179719.75	28.63	47.62476	-122.34843
NonResidential	Warehouse	30	1.0	3.0	0	Non-Refrigerated Warehouse	64660.0	Non-Refrigerated Warehouse	0.0	0.0	89.0	325513.0	6.32	47.71286	-122.34422
NonResidential	Mixed Use Property	89	1.0	2.0	19928	Other	28442.0	Office	28441.0	18961.0	73.8	3684188.5	38.48	47.61552	-122.31744
NonResidential	Distribution Center	48	1.0	1.0	0	Distribution Center	162425.0	Distribution Center	0.0	0.0	25.0	9357230.0	204.81	47.5701	-122.33342
NonResidential	Distribution Center	67	1.0	1.0	0	Distribution Center	101101.0	Distribution Center	0.0	0.0	1.0	21795830.0	152.71	47.56874	-122.33303
NonResidential	Distribution Center	36	1.0	1.0	0	Distribution Center	59504.0	Distribution Center	0.0	0.0	80.0	1061458.25	32.02	47.57023	-122.33241
NonResidential	Other	76	1.0	1.0	0	Other	45340.0	Office	11520.0	0.0	51.2	5094197.0	74.31	47.56785	-122.33361
NonResidential	Refrigerated Warehouse	63	1.0	1.0	0	Refrigerated Warehouse	100000.0	Office	4099.0	0.0	59.8	17695420.0	142.36	47.56637	-122.33273
NonResidential	Supermarket/Grocery Store	13	1.0	1.0	7450	Supermarket/Grocery Store	51722.0	Parking	0.0	0.0	41.0	14715262.0	414.43	47.69267	-122.35506
NonResidential	Supermarket/Grocery Store	36	1.0	1.0	0	Supermarket/Grocery Store	44431.0	Supermarket/Grocery Store	0.0	0.0	37.0	11054535.0	272.54	47.73315	-122.3105
NonResidential	Large Office	11	1.0	6.0	124800	Office	217977.0	Parking	4569.0	0.0	95.0	9058916.0	54.92	47.62029	-122.33078
NonResidential	Retail Store	20	1.0	4.0	159994	Retail Store	98863.0	Retail Store	0.0	0.0	42.0	9937707.0	190.61	47.62	-122.33027
NonResidential	Small- and Mid-Sized Office	102	1.0	2.0	0	Office	60676.0	Parking	13780.0	1324.0	32.0	5444253.5	38.55	47.59367	-122.30957
NonResidential	Small- and Mid-Sized Office	46	1.0	1.0	0	Office	60732.0	Other	8142.0	0.0	89.0	3181045.5	90.24	47.59388	-122.31124
NonResidential	Large Office	10	1.0	3.0	42440	Office	83715.0	Parking	18575.0	0.0	26.0	6062770.5	49.17	47.66517	-122.30186
NonResidential	Other	90	1.0	3.0	0	Other	74864.0	Other	0.0	0.0	43.2	12232124.0	85.28	47.6144	-122.30982
NonResidential	Warehouse	25	1.0	2.0	0	Non-Refrigerated Warehouse	263528.0	Office	60388.0	0.0	92.0	8024064.5	262.45	47.56407	-122.32765
NonResidential	Mixed Use Property	84	1.0	14.0	0	Office	218918.0	Parking	156487.0	84051.89844	66.0	21027396.0	247.35	47.5928	-122.31599
NonResidential	Small- and Mid-Sized Office	38	1.0	4.0	31210	Office	50235.0	Parking	25525.0	2875.0	52.0	4855036.5	33.85	47.64037	-122.32626
NonResidential	Distribution Center	27	1.0	2.0	0	Distribution Center	63896.0	Office	33712.0	0.0	94.0	1988334.5	42.25	47.53687	-122.33316
NonResidential	Mixed Use Property	88	1.0	1.0	15000	Office	20000.0	Parking	15000.0	10000.0	59.8	2603931.25	63.89	47.62405	-122.33084
NonResidential	Large Office	26	1.0	5.0	66620	Office	78521.0	Parking	66650.0	0.0	62.0	5135040.0	35.8	47.62488	-122.33007
NonResidential	Retail Store	66	1.0	2.0	0	Retail Store	302812.0	Retail Store	0.0	0.0	97.0	7290824.5	129.29	47.70759	-122.3255
NonResidential	Small- and Mid-Sized Office	42	1.0	5.0	0	Office	78200.0	Office	0.0	0.0	53.0	9080022.0	293.55	47.70744	-122.33171
NonResidential	Other	47	0.0	2.0	0	Strip Mall	98539.0	Strip Mall	0.0	0.0	53.8	5450441.5	46.49	47.7094	-122.31843
NonResidential	Small- and Mid-Sized Office	35	1.0	6.0	0	Office	86483.0	Parking	0.0	0.0	56.0	6361236.5	44.35	47.70732	-122.33279
NonResidential	Distribution Center	40	1.0	1.0	0	Distribution Center	34400.0	Office	17200.0	0.0	75.0	1124543.125	22.1	47.53926	-122.34143
NonResidential	Warehouse	48	1.0	1.0	0	Non-Refrigerated Warehouse	140520.0	Non-Refrigerated Warehouse	0.0	0.0	61.0	2225512.0	57.73	47.53689	-122.33847
NonResidential	Large Office	30	1.0	5.0	62380	Office	91645.0	Parking	66288.0	0.0	95.0	4636396.5	58.88	47.63116	-122.34193
NonResidential	Other	11	1.0	3.0	91935	Parking	91935.0	Medical Office	69854.0	0.0	69.2	6963616.5	49.28	47.70887	-122.33494
NonResidential	Medical Office	11	1.0	3.0	0	Medical Office	60670.0	Retail Store	3239.0	0.0	46.4	4765753.5	33.22	47.7126	-122.33782
NonResidential	Warehouse	68	1.0	2.0	0	Non-Refrigerated Warehouse	46846.0	Office	10033.0	0.0	72.6	971155.625	34.0	47.69814	-122.34295
NonResidential	Warehouse	36	1.0	1.0	0	Non-Refrigerated Warehouse	50417.0	Non-Refrigerated Warehouse	0.0	0.0	14.0	1847401.0	58.67	47.52696	-122.32913
NonResidential	Restaurant	116	1.0	1.0	0	Restaurant	43728.0	Restaurant	0.0	0.0	71.6	11508035.0	611.19	47.60613	-122.34115
NonResidential	Medical Office	55	1.0	3.0	0	Medical Office	133298.0	Medical Office	0.0	0.0	21.0	15640994.0	295.48	47.70449	-122.33272
NonResidential	Retail Store	51	1.0	2.0	0	Retail Store	173106.0	Retail Store	0.0	0.0	78.0	6455828.5	91.1	47.70759	-122.3255
NonResidential	Mixed Use Property	14	0.0	5.0	113318	Parking	113318.0	Laboratory	84000.0	84000.0	45.0	47102428.0	1156.45	47.63451	-122.32505
NonResidential	Large Office	16	1.0	4.0	71385	Office	103970.0	Parking	71390.0	0.0	91.0	6486377.5	45.22	47.6244	-122.33157
NonResidential	Warehouse	47	1.0	2.0	0	Non-Refrigerated Warehouse	104786.0	Non-Refrigerated Warehouse	0.0	0.0	93.0	1028376.875	23.86	47.56089	-122.33474
NonResidential	Other	16	1.0	1.0	41600	Other	51427.0	Other	0.0	0.0	45.4	1770027.5	49.9	47.55787	-122.335
NonResidential	Other	43	0.0	1.0	0	Other	110689.0	Other	0.0	0.0	70.2	2339814.25	107.83	47.55741	-122.33163
NonResidential	Small- and Mid-Sized Office	68	1.0	1.0	0	Office	53620.0	Office	0.0	0.0	86.0	2058955.25	22.12	47.5563	-122.33186
NonResidential	Small- and Mid-Sized Office	78	1.0	1.0	0	Office	50008.0	Office	0.0	0.0	62.0	3202213.0	65.3	47.55623	-122.33316
NonResidential	Large Office	7	1.0	4.0	100176	Office	194674.0	Parking	111198.0	0.0	98.0	6657348.5	49.74	47.6252	-122.36737
NonResidential	Warehouse	59	1.0	1.0	0	Non-Refrigerated Warehouse	43920.0	Office	6912.0	0.0	63.0	2551022.25	107.16	47.56549	-122.33221
NonResidential	Refrigerated Warehouse	45	1.0	1.0	0	Refrigerated Warehouse	76486.0	Refrigerated Warehouse	0.0	0.0	70.0	2843033.5	20.29	47.56158	-122.32754
